project_id,borough,extremely_low_income_units,very_low_income_units,low_income_units,moderate_income_units,middle_income_units,other_income_units,total_units
68269,Manhattan,11,26,9,4,1,1,52
68269,Manhattan,1,3,19,23,2,1,49
68631,Brooklyn,0,0,0,0,3,0,8
68632,Brooklyn,0,0,0,0,10,0,32
68685,Bronx,0,0,0,2,0,0,2
68695,Bronx,2,0,0,0,0,0,2
67399,Bronx,3,10,24,0,0,1,38
67464,Bronx,2,11,31,0,0,1,45
67606,Bronx,0,4,26,0,0,1,31
67606,Bronx,0,7,23,0,0,0,30
67607,Bronx,0,10,55,0,0,1,66
68630,Brooklyn,0,0,0,0,3,0,10
68652,Bronx,0,0,1,0,0,0,1
68674,Queens,0,0,1,0,0,0,1
68628,Brooklyn,0,0,0,0,3,0,10
68629,Brooklyn,0,0,0,0,9,0,28
68667,Brooklyn,0,0,1,0,0,0,1
68686,Bronx,0,0,1,0,0,0,1
68708,Bronx,0,0,1,0,0,0,1
68625,Brooklyn,0,0,0,0,3,0,9
68626,Brooklyn,0,0,0,0,3,0,9
68669,Bronx,0,0,0,3,0,0,3
68624,Brooklyn,0,0,0,0,6,0,20
68681,Brooklyn,0,0,0,1,0,0,1
68712,Bronx,0,0,2,0,0,0,2
67829,Brooklyn,0,0,42,0,65,0,414
68622,Brooklyn,0,0,0,0,2,0,7
68623,Brooklyn,0,0,0,0,3,0,10
68620,Brooklyn,0,0,0,0,32,0,105
68621,Brooklyn,0,0,0,0,3,0,9
68683,Bronx,0,0,0,1,0,0,1
68710,Bronx,0,0,2,0,0,0,2
68618,Brooklyn,0,0,0,0,3,0,8
68619,Brooklyn,0,0,0,0,3,0,8
68253,Brooklyn,0,0,4,0,0,0,4
68616,Brooklyn,0,0,0,0,3,0,8
68617,Bronx,0,0,0,2,0,0,6
68716,Bronx,0,0,0,2,0,0,2
67791,Brooklyn,0,0,9,0,0,0,160
68615,Brooklyn,0,0,0,0,7,0,22
68672,Bronx,0,0,1,0,0,0,1
68675,Brooklyn,1,0,0,0,0,0,1
68536,Brooklyn,0,0,1,0,0,0,1
66766,Brooklyn,0,0,6,0,0,0,80
68073,Bronx,0,0,88,1,0,1,90
68534,Brooklyn,0,0,1,0,0,0,1
68677,Brooklyn,0,0,0,2,0,0,2
68666,Brooklyn,0,0,0,2,0,0,2
68614,Brooklyn,0,0,0,0,3,0,8
68537,Bronx,0,0,1,0,0,0,1
65280,Manhattan,5,42,37,7,0,1,92
68255,Brooklyn,0,0,3,0,0,0,3
68538,Bronx,0,0,1,0,0,0,1
68612,Queens,0,0,0,0,2,0,6
68613,Bronx,0,0,0,0,3,0,10
68610,Brooklyn,0,0,0,0,11,0,36
68611,Brooklyn,0,0,0,0,3,0,7
68585,Manhattan,0,7,11,0,0,0,18
68585,Manhattan,0,6,12,0,0,0,18
68585,Manhattan,0,4,14,0,0,0,18
68585,Manhattan,0,5,19,0,0,0,24
68585,Manhattan,0,4,18,0,0,0,22
68585,Manhattan,0,2,20,0,0,0,22
68585,Manhattan,1,3,18,0,0,0,22
68585,Manhattan,0,1,17,0,0,0,18
68585,Manhattan,0,1,17,0,0,0,18
68585,Manhattan,0,2,16,0,0,0,18
68256,Brooklyn,0,0,0,3,0,0,3
68528,Queens,0,0,1,0,0,0,1
68608,Brooklyn,0,0,0,0,3,0,8
68609,Brooklyn,0,0,0,0,3,0,8
65215,Manhattan,16,310,104,0,0,1,431
68606,Brooklyn,0,0,0,0,3,0,10
68607,Brooklyn,0,0,6,0,0,0,27
68531,Manhattan,0,0,1,0,0,0,1
68535,Staten Island,0,0,1,0,0,0,1
68605,Brooklyn,0,0,0,0,6,0,20
68604,Queens,0,0,0,0,5,0,16
68602,Brooklyn,0,0,0,0,7,0,22
68603,Brooklyn,0,0,0,0,12,0,38
67446,Bronx,1,5,45,0,0,1,52
67448,Bronx,2,12,34,0,0,1,49
67449,Bronx,1,10,22,0,0,1,34
67450,Bronx,1,14,48,0,0,0,63
67451,Bronx,0,11,26,0,0,0,37
67571,Bronx,1,11,47,0,0,0,59
67573,Bronx,0,5,8,0,0,0,13
67605,Bronx,0,15,15,0,0,1,31
65277,Bronx,135,196,4,0,0,1,353
65212,Brooklyn,0,18,27,44,0,1,90
68527,Bronx,0,0,1,0,0,0,1
68523,Queens,1,0,0,0,0,0,1
68600,Brooklyn,0,0,0,0,5,0,16
68601,Brooklyn,0,0,0,0,3,0,14
68601,Brooklyn,0,0,0,0,2,0,2
67437,Manhattan,47,7,5,1,0,0,60
68456,Queens,0,0,1,0,0,0,1
68598,Brooklyn,0,0,0,0,3,0,10
68599,Bronx,0,0,0,0,4,0,11
67134,Manhattan,0,0,111,0,0,0,113
68596,Brooklyn,0,0,0,0,3,0,9
68597,Brooklyn,0,0,0,0,3,0,9
66858,Brooklyn,22,66,87,42,0,1,218
68460,Queens,0,0,1,0,0,0,1
68595,Queens,0,0,0,0,3,0,8
65298,Bronx,50,49,112,37,0,1,249
66264,Manhattan,0,0,2,0,0,0,49
68594,Manhattan,0,0,0,0,18,0,375
68459,Queens,0,0,1,0,0,0,1
53680,Brooklyn,0,0,8,0,0,0,8
53680,Brooklyn,2,3,3,0,0,0,8
53680,Brooklyn,1,3,4,0,0,0,8
53680,Brooklyn,2,1,5,0,0,0,8
53680,Brooklyn,2,3,2,0,0,1,8
53680,Brooklyn,0,0,8,0,0,0,8
53680,Brooklyn,2,2,4,0,0,0,8
53680,Brooklyn,0,0,8,0,0,0,8
53680,Brooklyn,2,3,3,0,0,0,8
53680,Brooklyn,2,1,5,0,0,0,8
53680,Brooklyn,3,2,3,0,0,0,8
53680,Brooklyn,0,0,8,0,0,0,8
53680,Brooklyn,0,0,8,0,0,0,8
53680,Brooklyn,2,2,4,0,0,0,8
53680,Brooklyn,0,0,8,0,0,0,8
53680,Brooklyn,2,3,3,0,0,0,8
53680,Brooklyn,0,0,8,0,0,0,8
53680,Brooklyn,2,3,3,0,0,0,8
53680,Brooklyn,2,3,3,0,0,0,8
53680,Brooklyn,0,0,8,0,0,0,8
53680,Brooklyn,60,19,0,0,0,1,80
67103,Manhattan,0,0,1,0,0,0,18
68593,Bronx,0,0,0,0,3,0,7
68592,Brooklyn,0,0,0,0,6,0,20
68591,Brooklyn,0,0,3,0,0,0,14
68455,Bronx,0,0,1,0,0,0,1
68590,Brooklyn,0,0,0,0,3,0,10
68588,Brooklyn,0,0,2,0,0,0,8
68589,Bronx,0,0,0,0,3,0,8
66669,Bronx,6,41,0,0,0,1,48
68586,Brooklyn,0,0,0,0,9,0,28
68457,Bronx,0,0,1,0,0,0,1
66573,Manhattan,1,1,15,11,0,0,28
66573,Manhattan,0,3,10,11,0,1,25
68584,Bronx,0,0,0,0,3,0,10
68380,Brooklyn,0,0,0,0,3,0,8
66770,Brooklyn,0,0,8,0,0,0,46
68379,Brooklyn,0,0,0,0,4,0,13
61271,Bronx,54,0,35,0,0,1,90
67051,Brooklyn,0,0,5,0,0,0,27
68384,Brooklyn,0,0,1,0,0,0,1
68385,Queens,0,0,1,0,0,0,1
60784,Manhattan,0,0,0,13,0,0,13
60784,Manhattan,0,0,0,15,0,0,15
67730,Bronx,0,8,23,41,0,1,108
68377,Brooklyn,0,0,0,0,3,0,8
68378,Brooklyn,0,0,0,0,3,0,8
68383,Bronx,0,1,0,0,0,0,1
61290,Brooklyn,78,0,50,0,0,1,129
66105,Bronx,153,0,0,0,0,1,154
68159,Bronx,153,21,80,0,0,1,255
68376,Brooklyn,0,0,0,0,3,0,8
68374,Brooklyn,0,0,0,0,3,0,9
68375,Brooklyn,0,0,3,0,0,0,12
68372,Brooklyn,0,0,0,0,5,0,16
68373,Brooklyn,0,0,0,0,2,0,6
68371,Bronx,0,0,0,0,5,0,15
68370,Brooklyn,0,0,0,0,3,0,8
68369,Brooklyn,0,0,6,0,0,0,29
68367,Brooklyn,0,0,0,0,4,0,12
68368,Brooklyn,0,0,0,0,4,0,13
68365,Brooklyn,0,0,0,0,10,0,32
68366,Bronx,0,0,0,0,13,0,41
68362,Brooklyn,0,0,0,0,3,0,8
68363,Brooklyn,0,0,0,0,7,0,21
68360,Brooklyn,0,0,0,0,3,0,8
68361,Brooklyn,0,0,0,0,3,0,8
68359,Brooklyn,0,0,0,0,6,0,18
68551,Manhattan,0,0,0,8,0,0,8
68551,Manhattan,0,0,0,8,0,0,8
68551,Manhattan,0,0,0,8,0,0,8
68551,Manhattan,0,0,0,8,0,0,8
68279,Staten Island,0,0,1,0,0,0,1
68357,Brooklyn,0,0,0,0,3,0,8
68358,Brooklyn,0,0,0,0,3,0,8
65391,Manhattan,145,4,1,0,0,1,151
68356,Bronx,0,0,0,0,8,0,26
68274,Staten Island,0,0,1,0,0,0,1
68205,Queens,0,1,0,0,0,0,1
68278,Queens,1,0,0,0,0,0,1
68355,Brooklyn,0,0,0,0,28,0,93
68353,Brooklyn,0,0,4,0,0,0,19
68354,Bronx,0,0,0,0,3,0,10
65291,Brooklyn,9,12,39,0,0,0,60
65291,Brooklyn,41,38,111,0,0,1,355
68202,Brooklyn,0,0,1,0,0,0,1
68350,Brooklyn,0,0,0,0,3,0,8
68352,Brooklyn,0,0,0,0,3,0,8
68349,Brooklyn,0,0,0,0,3,0,8
68199,Queens,0,1,0,0,0,0,1
68200,Queens,0,0,1,0,0,0,1
68345,Brooklyn,0,0,2,0,0,0,8
68346,Brooklyn,0,0,2,0,0,0,8
61877,Manhattan,3,0,0,0,0,0,3
61877,Manhattan,7,0,1,0,0,0,8
68197,Queens,0,0,1,0,0,0,1
68343,Brooklyn,0,0,13,0,0,0,57
68344,Brooklyn,0,0,4,0,0,0,20
68341,Queens,0,0,0,7,0,0,23
68342,Brooklyn,0,0,0,0,11,0,35
68195,Queens,0,0,1,0,0,0,1
68339,Brooklyn,0,0,0,0,2,0,6
68340,Manhattan,0,0,0,0,7,0,22
49147,Manhattan,0,0,0,15,0,0,15
68182,Brooklyn,0,0,1,0,0,0,1
68193,Queens,0,0,1,0,0,0,1
68338,Brooklyn,0,0,0,0,3,0,8
68336,Brooklyn,0,0,0,0,3,0,8
68337,Queens,0,0,0,0,23,0,74
68183,Brooklyn,0,0,1,0,0,0,1
44218,Manhattan,0,101,101,0,93,2,404
44256,Manhattan,129,0,69,0,0,1,199
48038,Manhattan,0,14,14,0,0,1,29
68087,Brooklyn,0,0,2,0,0,0,8
63168,Manhattan,0,0,7,0,0,0,43
64492,Bronx,6,30,36,0,0,0,72
66653,Manhattan,135,0,0,0,0,1,136
66931,Brooklyn,0,7,0,0,0,0,33
67577,Manhattan,19,293,0,0,0,0,312
67577,Manhattan,19,292,0,0,0,1,312
67577,Manhattan,27,285,0,0,0,0,312
67577,Manhattan,16,296,0,0,0,0,312
67577,Manhattan,17,294,0,0,0,1,312
67577,Manhattan,26,286,0,0,0,0,312
61931,Queens,0,160,0,90,284,1,800
62102,Brooklyn,18,36,125,0,0,1,180
62109,Brooklyn,0,27,37,63,127,1,255
63209,Queens,0,80,0,65,40,1,394
63877,Bronx,114,0,0,0,0,1,115
68075,Manhattan,0,0,0,0,5,0,14
65054,Bronx,7,25,18,0,0,1,51
65054,Bronx,0,17,12,0,0,1,30
65054,Bronx,3,11,10,0,0,0,24
65054,Bronx,0,12,11,0,0,1,24
65054,Bronx,0,18,20,0,0,1,39
65054,Bronx,0,27,14,0,0,1,42
65054,Bronx,2,13,15,0,0,0,30
65054,Bronx,12,2,11,0,0,1,26
65054,Bronx,0,17,13,0,0,1,31
65054,Bronx,0,20,8,0,0,1,29
65054,Bronx,0,17,12,0,0,0,29
65054,Bronx,0,30,18,0,0,1,49
65054,Bronx,0,62,48,0,0,1,111
68066,Brooklyn,0,0,0,0,3,0,9
63778,Queens,0,0,138,0,0,0,139
65341,Brooklyn,250,4,1,4,0,0,259
66651,Bronx,176,0,0,0,0,1,177
67687,Bronx,0,0,50,1,0,0,51
67687,Bronx,0,0,16,4,0,1,21
67687,Bronx,0,0,26,1,0,0,27
67687,Bronx,0,0,35,10,0,0,45
67687,Bronx,0,0,39,7,0,0,46
67687,Bronx,0,0,24,1,0,0,25
67687,Bronx,0,1,24,3,0,0,28
67687,Bronx,0,0,27,6,0,1,34
67687,Bronx,0,0,20,1,0,0,21
67687,Bronx,0,0,23,1,0,0,24
67687,Bronx,0,0,19,2,0,0,21
68065,Brooklyn,0,0,0,0,14,0,45
68063,Bronx,0,0,0,0,3,0,8
63154,Manhattan,0,69,33,68,170,1,341
66929,Brooklyn,0,12,0,0,0,0,12
68010,Brooklyn,0,0,1,0,0,0,1
62241,Bronx,6,3,5,9,0,1,24
62241,Bronx,3,1,2,8,0,0,14
65523,Manhattan,6,4,11,0,0,1,22
68009,Queens,0,0,1,0,0,0,1
66342,Brooklyn,0,0,64,0,0,0,65
68008,Queens,0,0,1,0,0,0,1
64671,Bronx,0,0,4,31,0,1,36
67723,Brooklyn,0,0,6,0,0,0,6
67723,Brooklyn,0,0,12,0,0,0,12
67723,Brooklyn,0,0,12,0,0,0,12
67723,Brooklyn,0,0,9,0,0,0,9
67723,Brooklyn,0,0,11,0,0,0,12
68061,Brooklyn,0,0,0,0,3,0,9
68062,Brooklyn,0,0,0,0,3,0,8
68062,Brooklyn,0,0,0,0,3,0,8
68006,Queens,0,0,1,0,0,0,1
68060,Brooklyn,0,0,0,0,7,0,23
66189,Brooklyn,0,0,28,0,0,0,318
66005,Queens,91,44,7,0,0,0,142
66005,Queens,89,48,7,0,0,0,144
66005,Queens,107,30,7,0,0,0,144
66571,Queens,0,0,14,0,0,0,75
61967,Manhattan,56,0,0,0,0,1,57
67966,Bronx,0,0,0,3,0,0,3
68005,Bronx,0,1,0,0,0,0,1
68059,Queens,0,0,0,0,12,0,37
67493,Manhattan,0,3,22,0,0,0,100
67989,Bronx,0,0,1,0,0,0,1
68058,Brooklyn,0,0,0,0,3,0,8
49533,Brooklyn,0,143,243,0,0,1,387
49533,Brooklyn,0,146,240,0,0,1,387
49533,Brooklyn,0,151,235,0,0,1,387
49533,Brooklyn,0,177,209,0,0,1,387
49533,Brooklyn,0,174,212,0,0,1,387
49533,Brooklyn,0,152,234,0,0,1,387
49533,Brooklyn,0,145,241,0,0,1,387
67982,Queens,0,0,1,0,0,0,1
68055,Brooklyn,0,0,0,0,3,0,8
68056,Brooklyn,0,0,0,0,3,0,8
66144,Bronx,1,16,12,0,0,1,30
66144,Bronx,0,4,4,0,0,0,8
66144,Bronx,1,4,3,0,0,0,8
66144,Bronx,0,0,0,0,0,0,21
66144,Bronx,0,9,8,0,0,0,17
66144,Bronx,1,10,5,0,0,1,17
67684,Manhattan,0,0,24,0,0,0,141
67987,Bronx,0,0,1,0,0,0,1
67988,Staten Island,0,0,1,0,0,0,1
67986,Queens,0,0,1,0,0,0,1
67985,Queens,0,1,0,0,0,0,1
67990,Bronx,0,1,0,0,0,0,1
68054,Queens,0,0,6,0,0,0,28
67984,Queens,0,0,1,0,0,0,1
65599,Bronx,1,0,18,0,0,0,19
68053,Brooklyn,0,0,0,0,3,0,8
68052,Brooklyn,0,0,0,0,5,0,16
68050,Brooklyn,0,0,2,0,0,0,8
68051,Queens,0,0,0,0,10,0,33
68049,Brooklyn,0,0,2,0,0,0,10
68033,Brooklyn,0,0,0,0,3,0,10
68047,Brooklyn,0,0,0,0,6,0,20
68064,Brooklyn,72,0,127,0,0,1,200
67942,Queens,0,0,1,0,0,0,1
67944,Staten Island,0,1,0,0,0,0,1
68032,Brooklyn,0,0,0,0,8,0,26
64736,Bronx,41,27,0,0,0,0,68
68031,Bronx,0,0,7,0,0,0,34
68067,Brooklyn,0,0,0,0,15,0,50
67937,Staten Island,0,0,1,0,0,0,1
68029,Brooklyn,0,0,0,0,3,0,8
68030,Brooklyn,0,0,0,0,6,0,6
68030,Brooklyn,0,0,0,0,61,0,217
68027,Bronx,0,0,4,0,0,0,18
68028,Manhattan,0,0,0,0,28,0,550
61608,Brooklyn,0,22,193,0,0,1,216
67939,Brooklyn,0,0,1,0,0,0,1
68025,Brooklyn,0,0,0,0,2,0,6
68026,Brooklyn,0,0,0,0,3,0,7
67803,Brooklyn,0,0,3,0,0,0,3
68023,Brooklyn,0,0,0,0,3,0,8
68021,Brooklyn,0,0,0,0,3,0,8
68022,Brooklyn,0,0,0,0,3,0,7
67428,Manhattan,0,0,5,12,0,0,17
67428,Manhattan,14,1,1,0,0,1,17
67429,Manhattan,23,7,3,1,0,1,35
67429,Manhattan,17,5,0,3,0,0,25
67490,Manhattan,39,7,2,0,0,1,49
68020,Brooklyn,0,0,0,0,3,0,9
63734,Brooklyn,88,0,0,0,0,1,89
67938,Staten Island,0,0,1,0,0,0,1
68019,Brooklyn,0,0,0,0,3,0,7
67958,Brooklyn,0,0,1,0,0,0,1
68018,Brooklyn,0,0,0,0,8,0,24
68017,Brooklyn,0,0,0,0,5,0,16
64376,Brooklyn,0,0,50,0,0,0,51
68015,Brooklyn,0,0,0,0,3,0,9
68016,Brooklyn,0,0,0,0,3,0,9
68014,Brooklyn,0,0,0,0,51,0,170
63931,Queens,0,0,9,0,0,0,48
67856,Brooklyn,0,0,0,0,3,0,7
67924,Bronx,0,0,0,1,0,0,1
67925,Brooklyn,0,0,1,0,0,0,1
67793,Bronx,0,0,3,0,0,0,3
67457,Manhattan,0,46,13,0,0,0,59
67457,Manhattan,0,49,10,0,0,0,59
67457,Manhattan,0,146,18,0,0,0,164
67457,Manhattan,0,147,17,0,0,0,164
66805,Manhattan,0,0,8,0,0,0,8
66805,Manhattan,1,0,12,0,0,0,13
66805,Manhattan,0,0,35,8,4,1,48
67855,Brooklyn,0,0,0,0,3,0,10
67778,Queens,0,0,1,0,0,0,1
67854,Brooklyn,0,0,0,0,3,0,8
66752,Brooklyn,0,0,58,0,0,0,59
67858,Brooklyn,0,0,4,0,0,0,20
67731,Queens,0,0,3,0,0,0,3
67779,Staten Island,0,0,1,0,0,0,1
67852,Bronx,0,0,0,0,4,0,11
67872,Bronx,0,0,0,0,8,0,26
67780,Bronx,0,0,1,0,0,0,1
67850,Brooklyn,0,0,0,0,3,0,10
67869,Brooklyn,0,0,0,0,3,0,10
67848,Bronx,0,0,0,0,8,0,24
67846,Brooklyn,0,0,0,0,9,0,30
67857,Queens,0,0,1,1,0,0,8
67845,Brooklyn,0,0,0,0,3,0,16
67845,Brooklyn,0,0,0,0,2,0,16
67844,Brooklyn,0,0,0,0,4,0,24
67844,Brooklyn,0,0,0,0,4,0,24
67781,Bronx,0,0,1,0,0,0,1
67843,Brooklyn,0,0,0,0,13,0,42
67842,Bronx,0,0,0,0,6,0,17
67868,Queens,0,0,0,0,3,0,10
67666,Brooklyn,0,0,1,0,0,0,1
67840,Manhattan,0,0,0,0,5,0,16
67664,Queens,0,0,1,0,0,0,1
67665,Bronx,0,0,1,0,0,0,1
67839,Queens,0,0,0,0,3,0,10
67838,Bronx,0,0,0,0,9,0,29
67837,Brooklyn,0,0,0,0,6,0,17
67634,Brooklyn,0,0,3,0,0,0,3
67836,Brooklyn,0,0,0,0,3,0,10
67663,Queens,0,1,0,0,0,0,1
67835,Brooklyn,0,0,0,0,19,0,63
67834,Brooklyn,0,0,0,0,6,0,19
67751,Brooklyn,0,0,10,0,0,0,49
67750,Brooklyn,0,0,0,0,3,0,8
67748,Brooklyn,0,0,0,0,3,0,8
67747,Brooklyn,0,0,0,0,6,0,20
67745,Brooklyn,0,0,2,0,0,0,8
67662,Bronx,0,0,1,0,0,0,1
67743,Brooklyn,0,0,0,0,3,0,10
67656,Bronx,0,0,1,0,0,0,1
67742,Brooklyn,0,0,0,0,15,0,48
67555,Manhattan,0,0,1,0,0,0,1
67554,Brooklyn,0,0,1,0,0,0,1
67741,Brooklyn,0,0,5,0,0,0,23
67542,Brooklyn,0,0,1,0,0,0,1
67549,Queens,0,0,1,0,0,0,1
53010,Brooklyn,2,0,1,5,0,0,8
65847,Manhattan,0,0,0,0,4,0,4
65847,Manhattan,0,0,0,0,3,0,3
65847,Manhattan,0,0,0,0,3,0,3
65847,Manhattan,0,0,0,0,3,0,3
65847,Manhattan,0,0,0,0,4,0,4
65847,Manhattan,0,0,0,0,2,0,2
65847,Manhattan,0,0,0,0,3,0,3
65847,Manhattan,0,0,0,0,3,0,3
65847,Manhattan,0,0,0,0,3,0,3
65847,Manhattan,0,0,0,0,4,0,4
67740,Brooklyn,0,0,0,0,8,0,25
67739,Brooklyn,0,0,0,0,3,0,8
67738,Brooklyn,0,0,0,0,6,0,20
66569,Brooklyn,0,4,6,0,0,0,41
67737,Bronx,0,0,0,0,5,0,16
65337,Brooklyn,0,4,15,0,0,0,19
50815,Staten Island,36,0,0,0,0,0,36
67736,Brooklyn,0,0,4,0,0,0,20
67735,Brooklyn,0,0,10,0,0,0,49
67734,Brooklyn,0,0,0,0,30,0,99
67732,Brooklyn,0,0,0,0,3,0,10
67733,Manhattan,0,0,0,0,6,0,20
63811,Manhattan,40,4,0,1,0,1,46
63811,Manhattan,35,4,5,0,0,1,45
63811,Manhattan,30,2,0,0,1,0,33
63811,Manhattan,20,6,1,1,0,0,28
66723,Manhattan,27,4,2,1,0,1,35
66723,Manhattan,14,3,1,0,0,0,18
66723,Manhattan,27,5,1,0,0,0,33
66723,Manhattan,13,4,3,0,0,0,20
66723,Manhattan,16,2,1,0,0,1,20
66836,Manhattan,73,14,3,4,0,1,95
66911,Manhattan,21,4,2,2,0,0,29
66911,Manhattan,44,4,3,3,0,0,54
66985,Brooklyn,0,0,2,0,0,0,2
66985,Brooklyn,0,1,0,0,1,0,2
66985,Brooklyn,1,1,0,0,0,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,0,1,1,0,0,0,2
66985,Brooklyn,0,1,1,0,0,0,2
66985,Brooklyn,0,0,0,0,2,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,1,0,0,0,1,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,0,0,1,0,1,0,2
66985,Brooklyn,1,0,1,0,0,0,2
66985,Brooklyn,1,0,1,0,0,0,2
66985,Brooklyn,1,0,1,0,0,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,1,0,1,0,0,0,2
66985,Brooklyn,1,1,0,0,0,0,2
66985,Brooklyn,1,0,0,0,1,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,1,1,0,0,0,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,2,0,0,0,0,0,2
66985,Brooklyn,1,0,1,0,0,0,2
66985,Brooklyn,0,2,0,0,0,0,2
51867,Manhattan,0,16,24,0,38,1,79
52986,Manhattan,20,3,1,0,0,1,25
52986,Manhattan,6,11,3,0,0,0,20
52986,Manhattan,4,14,2,0,0,0,20
54377,Brooklyn,1,18,22,8,0,1,50
59107,Brooklyn,59,7,4,0,0,1,71
59107,Brooklyn,40,5,3,0,0,0,48
59107,Brooklyn,41,4,2,1,0,0,48
63761,Queens,20,39,193,134,0,1,387
63763,Brooklyn,90,89,244,22,0,1,446
65363,Bronx,4,189,21,4,4,0,222
65363,Bronx,2,197,16,6,5,0,226
65363,Bronx,3,206,12,4,1,0,226
65363,Bronx,5,205,13,0,3,0,226
65373,Manhattan,2,9,1,0,0,0,12
65373,Manhattan,1,6,3,0,0,0,10
65373,Manhattan,2,6,2,0,0,0,10
65373,Manhattan,2,7,1,0,0,0,10
65373,Manhattan,1,5,13,0,0,1,20
65373,Manhattan,0,8,12,0,0,0,20
65374,Manhattan,0,0,98,34,0,1,133
65621,Brooklyn,119,0,0,0,0,0,119
65621,Brooklyn,118,0,0,0,0,1,119
65621,Brooklyn,119,0,0,0,0,0,119
65730,Bronx,4,13,2,0,0,1,20
65730,Bronx,2,17,1,0,0,0,20
65730,Bronx,1,13,0,0,0,1,15
65730,Bronx,0,17,8,0,0,0,25
65730,Bronx,0,8,4,0,0,1,13
65730,Bronx,0,24,11,0,0,2,37
66145,Bronx,0,18,2,0,0,1,21
66145,Bronx,1,25,9,0,0,0,35
66145,Bronx,1,11,7,0,0,1,20
66145,Bronx,1,11,3,0,0,1,16
66145,Bronx,0,14,18,0,0,0,32
66721,Manhattan,33,5,2,0,0,1,41
66721,Manhattan,30,7,2,0,0,1,40
66769,Queens,30,30,81,0,0,1,142
66834,Manhattan,13,2,1,0,0,0,16
66834,Manhattan,15,6,1,0,1,0,23
66834,Manhattan,27,4,4,0,0,0,35
66834,Manhattan,13,4,0,0,0,0,17
67327,Queens,0,0,0,1,0,0,1
67336,Queens,0,0,0,1,0,0,1
67341,Queens,0,1,0,0,0,0,1
67354,Queens,1,0,0,0,0,0,1
67356,Queens,0,1,0,0,0,0,1
67358,Queens,0,0,0,2,0,0,2
67359,Queens,0,0,2,0,0,0,2
67362,Staten Island,0,0,1,0,0,0,1
67365,Brooklyn,0,0,4,0,0,0,4
67373,Brooklyn,0,0,2,0,0,0,2
67376,Staten Island,0,0,0,2,0,0,2
67379,Staten Island,0,0,2,0,0,0,2
67380,Brooklyn,0,0,0,1,0,0,1
67382,Bronx,0,0,0,2,0,0,2
67384,Bronx,0,3,0,0,0,0,3
67385,Bronx,0,0,0,2,0,0,2
67389,Bronx,0,1,0,0,0,0,1
67400,Brooklyn,0,0,0,2,0,0,2
67413,Brooklyn,0,0,2,0,0,0,2
67414,Brooklyn,0,0,2,0,0,0,2
67421,Bronx,0,0,0,3,0,0,3
67427,Manhattan,0,220,0,0,0,0,220
67427,Manhattan,0,207,0,0,0,0,207
67427,Manhattan,0,226,0,0,0,0,226
67427,Manhattan,0,124,0,0,0,0,124
67427,Manhattan,0,206,0,0,0,2,208
67427,Manhattan,0,124,0,0,0,0,124
68096,Bronx,46,0,32,0,0,0,78
58666,Brooklyn,88,25,12,0,0,1,126
63122,Bronx,121,0,0,0,0,1,122
63769,Brooklyn,38,2,59,0,0,1,100
65269,Bronx,0,19,39,0,0,1,59
65348,Brooklyn,110,57,0,0,0,1,168
65362,Brooklyn,16,8,4,0,0,1,29
65362,Brooklyn,16,7,3,1,1,1,29
65362,Brooklyn,13,9,0,2,0,0,24
65362,Brooklyn,14,5,4,4,0,0,27
65362,Brooklyn,11,8,3,1,0,1,24
65362,Brooklyn,15,8,6,0,0,1,30
65362,Brooklyn,14,6,2,1,0,1,24
65362,Brooklyn,24,7,0,3,0,1,35
65362,Brooklyn,16,5,1,2,0,0,24
65362,Brooklyn,12,5,2,2,0,1,22
65362,Brooklyn,18,1,2,1,0,0,22
65362,Brooklyn,20,4,2,2,0,1,29
65362,Brooklyn,16,4,6,2,0,1,29
67302,Brooklyn,0,0,2,0,0,0,8
67369,Bronx,0,0,0,2,0,0,2
67375,Brooklyn,0,0,2,0,0,0,2
67377,Bronx,0,2,0,0,0,0,2
67381,Bronx,0,0,1,0,0,0,1
67386,Bronx,0,0,0,2,0,0,2
67412,Brooklyn,0,0,0,1,0,0,1
61625,Bronx,49,3,0,0,0,0,52
61799,Bronx,75,86,157,0,0,1,319
63771,Bronx,46,29,32,0,0,1,108
64885,Queens,67,68,320,0,0,2,457
65983,Queens,158,0,0,0,0,1,159
67303,Brooklyn,0,0,0,0,4,0,12
67425,Bronx,0,0,85,0,0,1,86
67425,Bronx,0,0,71,0,0,1,72
67425,Bronx,0,0,83,0,0,1,84
67426,Manhattan,139,0,0,0,0,0,139
67426,Manhattan,241,163,0,0,0,1,405
67426,Manhattan,107,0,0,0,0,1,108
63367,Manhattan,71,0,45,0,0,1,117
