postcode,borough,latitude,longitude
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10013,MANHATTAN,40.725615999999995,-74.005253
10012,MANHATTAN,40.721891,-73.993445
10012,MANHATTAN,40.722954,-73.99772
10012,MANHATTAN,40.724697,-73.998694
10012,MANHATTAN,40.726022,-73.99194
10012,MANHATTAN,40.728281,-73.995501
10012,MANHATTAN,40.729113,-73.997507
10012,MANHATTAN,40.730236,-74.000274
10003,MANHATTAN,40.729744000000004,-73.996399
10003,MANHATTAN,40.729651000000004,-73.995068
10003,MANHATTAN,40.730925,-73.995364
10003,MANHATTAN,40.731913,-73.996587
10003,MANHATTAN,40.732083,-73.99596600000001
10003,MANHATTAN,40.731984000000004,-73.99573199999999
10003,MANHATTAN,40.731918,-73.995576
10003,MANHATTAN,40.731885,-73.995497
10003,MANHATTAN,40.731819,-73.99534200000001
10011,MANHATTAN,40.731408,-73.999307
10011,MANHATTAN,40.73127,-73.999423
10011,MANHATTAN,40.731821999999994,-73.99895699999999
10011,MANHATTAN,40.73236,-73.998889
10003,MANHATTAN,40.73183,-73.989836
10003,MANHATTAN,40.732490999999996,-73.989428
10003,MANHATTAN,40.732475,-73.989345
10003,MANHATTAN,40.734122,-73.98917900000001
10003,MANHATTAN,40.733801,-73.988407
10003,MANHATTAN,40.731846999999995,-73.99144100000001
10003,MANHATTAN,40.733233,-73.989944
10003,MANHATTAN,40.733521,-73.995414
10003,MANHATTAN,40.735879,-73.993335
10011,MANHATTAN,40.732396,-73.99667
10011,MANHATTAN,40.734495,-73.996128
10011,MANHATTAN,40.736024,-73.995829
10011,MANHATTAN,40.736655999999996,-73.995186
10014,MANHATTAN,40.727222,-74.00631
10014,MANHATTAN,40.727581,-74.005488
10013,MANHATTAN,40.724145,-74.008522
10013,MANHATTAN,40.726365,-74.009023
10014,MANHATTAN,40.731177,-74.007988
10014,MANHATTAN,40.732077000000004,-74.010374
10011,MANHATTAN,40.736979999999996,-73.998098
10014,MANHATTAN,40.736067999999996,-74.00439899999999
10014,MANHATTAN,40.737814,-74.004518
10014,MANHATTAN,40.737858,-74.004467
10014,MANHATTAN,40.739919,-74.006106
10014,MANHATTAN,40.733252,-74.010262
10014,MANHATTAN,40.738153999999994,-74.009025
10014,MANHATTAN,40.740624,-74.007719
10014,MANHATTAN,40.740369,-74.005799
10014,MANHATTAN,40.742172,-74.008282
10011,MANHATTAN,40.748988,-74.00694
10001,MANHATTAN,40.750662,-74.00343199999999
10001,,,
10018,MANHATTAN,40.757615,-73.998509
10011,MANHATTAN,40.746216,-74.005229
10011,MANHATTAN,40.746216,-74.005229
10001,MANHATTAN,40.751672,-73.998141
